Name Company,Company Overview,Company Size,Company Address,Industry,company_id
CÔNG TY TNHH Ô TÔ LÂM ĐỒNG,"Là đại lý chính thức của Mitsubishi Motors Việt Nam tại Lâm Đồng, chuyên cung cấp các sản phẩm của dòng xe Mitsubishi nhập khẩu và lắp ráp như sau: Outlander, Attrage, Pajero Sport, Triton, Xpander.",100-499,"200 quốc lộ 20, Liên Nghĩa, Đức Trọng, Lâm Đồng",Kinh doanh / Bán hàng,C_105c5843
CÔNG TY TNHH ĂN UỐNG PHA ÁNH RÁNG CHIỀU,Chúng tôi là nghành dịch vụ ăn uống ẩm thực Âu - Á hướng tối việc dẫn đầu trong F&B và cartering đưiợc thành lập từ năm 2006 đến nay.,25-99,"23 Hàn Thuyên, phường Bến Nghé, Quận 1",Kế toán / Kiểm toán,C_a0762d6f
CÔNG TY TNHH ĐIỆN LỰC VĨNH TÂN 1,"Công ty TNHH Điện lực Vĩnh Tân 1 được thành lập và đầu tư bởi Công ty TNHH Lưới điện Phương Nam Trung Quốc, Công ty TNHH Quốc tế Điện lực Trung Quốc và Tổng công ty Điện lực TKV – CTCP, đặt tại Trung tâm Điện lực Vĩnh Tân (xã Vĩnh Tân, huyện Tuy Phong, tỉnh Bình Thuận). Công ty đầu tư xây dựng Dự án Nhà máy Nhiệt điện Đốt than BOT Vĩnh Tân 1 với tổng mức đầu tư dự kiến 1.755 tỷ USD với tổng công suất lắp máy 2x620MW. Dự án được triển khai xây dựng theo hình thức BOT “Xây dựng - Kinh doanh - Chuyển giao”, sau 25 năm xây dựng và vận hành Dự án sẽ được chuyển giao lại cho chính phủ Việt Nam.",25-99,"Vĩnh Tân, Tuy Phong, Bình Thuận",Điện / Điện tử / Điện lạnh,C_88ac2c7e
CÔNG TY TNHH ĐIỆN MÁY SAKURA VIỆT NAM,"Được thành lập năm 2003, Tiền thân công ty xuất phát từ cửa hàng phân phối bồn nước – thái dương năng, thiết bị vệ sinh, hiện nay công ty TNHH Điện máy Sakura Việt Nam là doanh nghiệp hàng đầu trong lĩnh vực máy lọc nước và bồn nước. Qua 19 năm hoạt động Điện máy Sakura hiện có hàng triệu khách tại Việt Nam. Điện máy Sakura cũng vinh dự trở thành đối tác lớn của các thương hiệu nổi tiếng: Sơn Hà, Karofi, Kangaroo, Aosmith, tự hào là một trong các doanh nghiệp đi đầu trong việc bán hàng điện máy trực tuyến.Thông qua các giải pháp bán hàng đột phá, các sản phẩm điện máy online của Điện máy Sakura Việt Nam giúp cho hàng triệu gia đình dù ở điều kiện kinh tế nào đều có cơ hội sử dụng sản phẩm với chất lượng tốt nhất.Tầm nhìn: Trở thành top đầu trong lĩnh vực bán lẻ Điện máy - thiết bị vệ sinh- thiết bị xây dựng, nội thất dựa trên yếu tố mang tính chiến lược và tập trung sức mạnh nội lựcGía trị cốt lõi: Định hướng con người của Điện máy Sakura Việt Nam trong chiến lược nhân sự với 6 giá trị cốt lõi:- Khách hàng là trên hết- Cam kết hành động- Liên tục cải tiến- Tinh thần phối hợp- Phát triển nhân lực- Đoàn kết là sức mạnh Với phương châm: “Lấy sự Hài lòng của Khách hàng làm niềm Hạnh phúc của SAKURA”Sứ mệnh: Mang đến khách hàng sản phẩm:Tốt nhất – Phù hợp nhất - Kịp thời nhất – Chuyên nghiệp nhất - Tin tưởng nhất",25-99,"Số 89, phố Thanh Nhàn, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",Dịch vụ khách hàng,C_0044387f
CÔNG TY TNHH ĐT VÀ DV BĐS ĐẤT PHƯƠNG NAM,"Đất Phương Nam là nơi hội tụ những con người đam mê, nhiệt huyết trong việc phụng sự khách hàng và tìm kiếm giải pháp giúp khách hàng sở hữu tổ ấm, tích luỹ tài sản trong lĩnh vực dịch vụ tư vấn, tiếp thị bất động sản. Chúng tôi luôn sáng tạo, cải tiến và học hỏi liên tục để nâng cao kiến thức chuyên môn nhằm phục vụ khách hàng tốt hơn từng ngày. Hơn thế nữa, những con người Đất Phương Nam hàng ngày luôn nhắc nhở bản thân phải sống tử tế với khách hàng, đồng nghiệp, đối tác và với những người xung quanh. Cuối cùng điều tuyệt với nhất mà chúng tôi đem đến cho khách hàng là tinh thần trách nhiệm, sự đồng hành lâu dài để mang lại cảm giác hài lòng vui vẻ tự hào an tâm cho khách hàng trong suốt hành trình sử dụng dịch vụ của chúng tôi.",100-499,"170 Bùi Thị Xuân, phường Phạm Ngũ Lão, Quận 1, Tp.HCM",Bất động sản,C_b062dc9f
CÔNG TY TNHH ĐÀO TẠO NHÂN LỰC VÀ GIÁO DỤC ĐÔNG NAM,"Trung tâm ngoại ngữ FLA trực thuộc CTY TNHH Đào tạo nhân lực & Giáo dục Đông Nam, được thành lập từ năm 2017, là trường chuyên giảng dạy Ngoại Ngữ Thứ 2 (Tiếng Nhật, Tiếng Hàn, Tiếng Hoa). Đặc biệt, môn Tiếng Nhật đang được các em học sinh tại các trường THPT lựa chọn theo đuổi và xem đó là môn ngoại ngữ thứ 2 thiết yếu.Trung tâm ngoại ngữ FLA nhiều năm liền nhận được sự ủng hộ từ quý phụ huynh và các em học sinh là 1 trong số các trường đào tạo ngoại ngữ uy tín nhất tại Đồng Nai nói chung và các khu vực lân cận nói riêng.FLA vinh dự được các đơn vị, học viện, trường ngôn ngữ tại Nhật – Hàn – Đài Loan lựa chọn đồng hành và hợp tác trong việc hỗ trợ chuyên môn, công tác tư vấn các lộ trình học ngôn ngữ cho từng học sinh tại Việt Nam.Đội ngũ giáo viên FLA luôn được nâng cấp chuyên môn và phát triển các kỹ năng nghiệp vụ sư phạm phục vụ công tác giảng dạy cho học viên theo sát thực tế.Trung tâm ngoại ngữ FLA có trụ sở chính đặt gần khu trung tâm của các trường THPT, Cao đẳng, Đại học giúp cho học viên học tập thuận tiện và các văn phòng tại các tỉnh Đồng Nai.",25-99,"Số 37/4A, đường Trần Văn Xã, tổ 10, KP 4A, Phường Trảng Dài, Thành phố Biên Hoà, Tỉnh Đồng Nai, Việt Nam",Giáo dục / Đào tạo,C_2cc0973e
CÔNG TY TNHH ĐÀO TẠO VÀ PHÁT TRIỂN NHÂN LỰC HI KOREAN,"Tầm nhìn: Bằng sự đam mê và chuyên nghiệp, Hi Korean phấn đấu trở thành Trung tâm tiếng Hàn số 1 Việt Nam, đào tạo nhân sự chất lượng cao tiếng Hàn cho cá nhân và tổ chức trong nước và quốc tế. Hi Korean hướng đến trở thành tên tuổi lớn về nhượng quyền thương hiệu trong lĩnh vực giáo dục tiếng Hàn Sứ mệnh: Hi Korean cam kết liên tục cập nhật các công nghệ, phương pháp đào tạo tiếng Hàn hiệu quả và hiện đại hơn cho cá nhân và tổ chức, truyền cảm hứng học tập và thay đổi tư duy giúp cho mỗi học viên không chỉ giỏi tiếng Hàn mà còn sống thành công và hạnh phúc hơn.",100-499,"Số nhà 105, tổ dân phố số 3, Phường Trung Văn, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",Kế toán / Kiểm toán,C_a203d04a
CÔNG TY TNHH ĐÔNG PHÚ TIÊN,"Dịch vụ Đóng gói hàng hóa; Nâng hạ vận chuyển; Gia cố container; Sản xuất pallet gỗ, thùng gỗ; Dịch vụ việc làm; cung ứng lao động; cho thuê lao động",25-99,Dịch Vụ Đóng Gói,Ngành nghề khác,C_84606f01
CÔNG TY TNHH ĐẠI CÁT HY (CATSA),"Được thành lập từ năm 2011, CATSA là thương hiệu đi đầu trong ngành thời trang Nam mang phong cách TỐI GIẢN, TIỆN DỤNG.Với đội ngũ gần 100 nhân sự cùng với hệ thống khoảng 20 cửa hàng trên toàn quốc. CATSA không ngừng nổ lực mang đến sự tự tin và toả sáng cho các chàng trai Việt Nam. Theo thời gian, CATSA đã luôn không ngừng đổi mới, “trẻ hoá” thương hiệu để có thể mang đến nhiều giải pháp thời trang tối ưu đến mọi đối tượng khách hàng.",25-99,"275 Cách Mạng Tháng 8, Phường 12, Quận 10, TP Hồ Chí Minh, VN",Giáo dục / Đào tạo,C_0f6334fe
CÔNG TY TNHH ĐẠI HIỆP,"Công ty TNHH Đại Hiệp tự hào là nhà phân phối độc quyền cho sản phẩm Rinnai Công Nghiệp tại Việt Nam. Đại Hiệp chúng tôi vinh dự làm người bạn đồng hành với các khách sạn, khu du lịch nổi tiếng Caravelle, Intercontinental, Riverside, Vinpearl land, The Grand Hồ Tràm và các chuỗi nhà hàng thức ăn nhanh lớn nhỏ trên toàn quốc.",25-99,"720 Trần Hưng Đạo, Phường 2, Quận 5, TP.HCM",Thiết kế nội thất,C_5c5d1632
CÔNG TY TNHH ĐẠI TIẾN HƯNG PHÁT,Đang cập nhật,500-999,"Số 108 Nguyễn Hoàng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội, Việt Nam",Bảo hiểm,C_93c97de9
CÔNG TY TNHH ĐẢO HẢI SẢN,"GIỚI THIỆU VỀ CÔNG TY:ĐẢO HẢI SẢN là Đơn vị bán lẻ hải sản chuyên nghiệp tiên phong trên thị trường Hồ Chí Minh. Với hơn 07 năm xây dựng và phát triển, ĐẢO HẢI SẢN vinh dự được phục vụ hơn 150,000 khách hàng với hàng trăm ngàn đơn hàng mỗi năm và là đối tác thân thiết với các hệ thống siêu thị lớn như: Aeon, Lotte, Vinmart,.. Tại ĐẢO HẢI SẢN có hơn 300 loại hải sản tươi sống, đông lạnh từ trong nước và nhập khẩu của nhiều nước trên thế giới cùng với nhiều ngành hàng hấp dẫn khác như Sushi & Sashimi, Ngành hàng Kitchen: Sốt chế biến, Ready To Eat, To Cook, Ngành hàng Lẩu. ĐẢO HẢI SẢN tạo ra môi trường làm việc tích cực, năng động, thân thiện, cởi mở, công bằng, khuyến khích tư duy sáng tạo, hướng đến hiệu quả, từ đó giúp bạn có cơ hội thể hiện tài năng của mình.THÔNG ĐIỆP TỪ CÔNG TY:TẦM NHÌN VÀ SỨ MỆNH ĐẢO HẢI SẢN:Tầm nhìn: Trở Thành Thương Hiệu Dẫn Đầu Trong Lĩnh Vực Bán Lẻ Hải Sản & Thực Phẩm Chế Biến Từ Hải Sản.Sứ mệnh: Mang Đến Sản Phẩm Tươi & Ngon Nhất Cùng Với Trải Nghiệm Khách Hàng Xuất Sắc.Đội ngũ chúng tôi với hơn 120 người luôn làm việc với phương châm tập Trung vào Khách Hàng ; Chia Sẻ, Hỗ Trợ và Cùng Nhau Phát Triển đã giúp chúng tôi đạt được những kết quả tốt.ĐẢO HẢI SẢN tạo ra môi trường làm việc tích cực, đáng để làm việc, tập trung vào hiệu quả và hướng đến phát triển bền vững. Môi trường làm việc năng động, thân thiện, cởi mở, công bằng, khuyến khích tư duy sáng tạo và coi trọng năng lực của nhân viên.DAOHAISAN - Chào mừng Bạn đến với chúng tôi!",100-499,"12A Núi Thành, Phường 13, Quận Tân Bình",Logistics,C_11c46e5c
CÔNG TY TNHH ĐẤT VIỆT NAM,"Công ty TNHH Đất Việt Nam là công ty trực thuộc tập đoàn Việt Tín. Việt Tín là tập đoàn tài chính lâu đời hoạt động trong lĩnh vực kinh doanh chứng khoán, quản lý quỹ, cho vay và bất động sản tại Việt Nam. Tập đoàn ưu tiên áp dụng các công nghệ kỹ thuật số để mở rộng quy mô thị trường thông qua các sản phẩm, dịch vụ tài chính sáng tạo và giàu tiềm năng.Để tiếp tục sứ mệnh của Việt Tín, bộ phận Fintech đa lĩnh vực muốn tìm kiếm những ứng viên phù hợp để đồng hành cùng tập đoàn trong quá trình triển khai và hoàn thiện các dự án, trở thành nhân tố quan trọng trong giai đoạn phát triển của tập đoàn.",100-499,"Số 40 Phan Bội Châu, Phường Cửa Nam, Quận Hoàn Kiếm, Thành phố Hà Nội, Việt Nam",Chứng khoán / Vàng / Ngoại tệ,C_4c05f37c
CÔNG TY TNHH ĐẦU TƯ & GIẢI PHÁP CÔNG NGHỆ EPLUS,"Sứ mệnh: Công ty TNHH Đầu Tư & Giải pháp công nghệ E+ ( ePlus ), tiền thân là công ty giải pháp công nghệ WIM, được thành lập tại Tp.HCM năm 2015 bởi những người Việt Nam trẻ tuổi, năng động, nhiệt huyết và có chung niềm đam mê về lĩnh vực Công Nghệ Thông Tin và Truyền thông Online. Với mong muốn đem đến cho thị trường những sản phẩm – dịch vụ công nghệ theo tiêu chuẩn quốc tế và những trải nghiệm hoàn toàn mới về phong cách sống hiện đại, ePlus tập trung phát triển về giải pháp công nghệ phần mềm -Truyền thông Online và đang từng bước chứng tỏ vai trò tiên phong, tin cậy, dẫn dắt sự thay đổi xu hướng người dùng Internet.Tầm nhìn : Có tâm :ePlus luôn đề cao chất lượng sản phẩm và sự hài lòng của Khách hàng lên hàng đầu. ePlus luôn muốn đem lại những trải nghiệm tuyệt vời nhất đến với những người đã đặt niềm tin vào chúng tôi 　Đủ tầm: Thị trường thương mại điện tử luôn luôn phát triển không ngừng, ePlus cũng sẽ luôn tiến về phía trước và liên tục nâng cao chất lượng để đem đến những Dịch vụ càng ngày càng hoàn thiện hơn cho Khách hàngPhát triển: Bằng khát vọng thành công mãnh liệt cùng chiến lược đầu tư – giải pháp công nghệ tiên phong, ePlus đang từng bước trở thành một trong những công ty về Công Nghệ hàng đầu Việt Nam và khu vực.Vươn xa: Trong tương lai, ePlus mong muốn tạo nên một thương hiệu Việt không chỉ phát triển trong thị trường nội địa mà còn thể hiện tầm vóc trí tuệ và niềm tự hào Việt Nam trên thị trường thương mại điện tử quốc tế.",25-99,"8 Hoa Hồng, Phường 02, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",Thiết kế đồ họa,C_e663c818
CÔNG TY TNHH ĐẦU TƯ - THƯƠNG MẠI CÔNG NGHỆ G-SUN GROUP,Đang cập nhật,10-24,"Số 62, Ngách 46, Ngõ Linh Quang, Phố Khâm Thiên, Phường Văn Chương, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",Thiết kế đồ họa,C_aef71073
CÔNG TY TNHH ĐẦU TƯ BẤT ĐỘNG SẢN LÊ PHẠM,Đang cập nhật,100-499,"736/137/8 Lê Đức Thọ, Phường 15, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Bất động sản,C_969d4223
CÔNG TY TNHH ĐẦU TƯ DỊCH VỤ BẤT ĐỘNG SẢN 168 PROPERTY,"CÔNG TY TNHH ĐẦU TƯ DỊCH VỤ BẤT ĐỘNG SẢN 168 PROPERTY Văn phòng đại diện: A07.02 Gateway Thảo Điền Phường An Phú Quận 2 TP. HCMNgười liên hệ: Ms. BìnhSố điện thoại: 0938538203 https:// 168property.vn https:// blog.168property.vnCông ty TNHH đầu tư dịch vụ bất động sản 168 Property - ra đời trên cơ sở hợp tác, phát triển bền vững. 168 Property hoạt động trong lĩnh vực chính: mua bán và cho thuê hàng trăm căn hộ cao cấp trên toàn thành phố Hồ Chí Minh, các dịch vụ liên quan đến việc thực hiện dự án bất động sản,….Với chiến lược ban đầu là tập trung mở rộng và chuyên nghiệp hóa các hoạt động cho thuê - dịch vụ Bất động sản, Công ty TNHH đầu tư dịch vụ bất động sản 168 Property đang không ngừng lớn mạnh và trở thành một trong những Công ty hàng đầu trong lĩnh vực Tư vấn tiếp thị - Phân phối độc quyền và cho thuê căn hộ cao cấp của các dự án Bất động sản.",10-24,"A07.02 Tòa nhà Gateway Thảo Điền, P.An Phú, Q.2, TP Hồ Chí Minh",Dịch vụ khách hàng,C_a615c441
CÔNG TY TNHH ĐẦU TƯ DỊCH VỤ HƯNG PHÁT,"Công Ty TNHH Đầu Tư Dịch Vụ Hưng Phát được thành lập năm 2016 với khả năng cung cấp cho khách hàng các thiết bị kỹ thuật công nghệ cao về ngành chiếu sáng và các thiết bị điện công nghiệp...Khởi đầu từ nhà phân phối thiết bị điện, qua từng bước phát triển và hoàn thiện, đến nay Công Ty TNHH Đầu Tư Dịch Vụ Hưng Phát đã trở thành Công ty hàng đầu về cung cấp và phân phối thiết bị điện cho các thương hiệu uy tín trên thị trường đèn chiếu sáng NVC, ELV, VLED, AVlite, Osram, AC, Opple và thương hiệu sở hữu HP Light.Phân phối thiết bị dây cáp điện Trần Phú, Cadivi, CadisunPhân phối thiết bị đèn chiếu sáng NVCPhân phối thiết bị đèn chiếu sáng ELV, VLEDPhân phối thiết bị đèn chiếu sáng AVlitePhân phối chiếu sáng AC, ống luồn dây điện AC và ống luồn cáp ngầm SantoVới sứ mệnh ""đưa Công Ty Hưng Phát và thương hiệu HP Light trở thành một Công ty uy tín trên thị trường, chuyên cung cấp các giải pháp, dịch vụ để nâng tầm chất lượng trong cuộc sống tới khách hàng"". Với tầm nhìn ""Phát triển bền vững dựa trên nền tảng năng lượng xanh"", Công Ty Hưng Phát đã chủ động thành lập các liên danh, liên kết với những công ty, tập đoàn lớn trong và ngoài nước, áp dụng các mô hình quản trị tiên tiến trên thế giới, nâng cấp chất lượng sản phẩm, đa dạng hoá chủng loại, để phục vụ ngày càng tốt hơn nhu cầu của Quý khách hàng.",25-99,"81TT20 Khu đô thị Văn Phú, Phường Phú La, Hà Đông, Hà Nội",Thư ký / Trợ lý,C_6016a674
CÔNG TY TNHH ĐẦU TƯ DỊCH VỤ THƯƠNG MẠI TT,Đang cập nhật,25-99,"376/16 Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Kinh doanh / Bán hàng,C_4b20c162
CÔNG TY TNHH ĐẦU TƯ GIÁO DỤC VÀ ĐÀO TẠO MAY SCHOOL,Đang cập nhật,100-499,"Số 9, phố Mai Hắc Đế, Phường Nguyễn Du, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",Giáo dục / Đào tạo,C_dc7ab2c7
CÔNG TY TNHH ĐẦU TƯ GIẢI PHÁP BẤT ĐỘNG SẢN VIỆT NAM,"Viet Nam Real Estate chúng tôi là đơn vị tiên phong trong phát triển mặt bằng, nghiên cứu và đánh giá thị trường Đặt vấn đề khách hàng lên hàng đầu Tư vấn giải pháp và đại diện cho khách thuê/cho thuê Tư vấn hỗ trợ thủ tục pháp lý cho doanh nghiệp và khách hàng Tư vấn giải pháp phát triển dự án Tư vấn giải pháp quản lý Bất Động Sản & Tài Sản",100-499,"60 Nguyễn Minh Hoàng, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Kinh doanh / Bán hàng,C_939c23ac
CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN CÔNG NGHỆ HD,"CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN CÔNG NGHỆ HD với tiền thân là cửa hàng chuyên kinh doanh về các thiết bị điện - điện tử, màn hình LED, các thiết bị quảng cáo. Trải qua hơn 8 năm gắn bó và phát triển theo ngành nghề, sự ra đời của CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN CÔNG NGHỆ HD chính là bước ngoặc, là sự tự hào to lớn đối với Chúng tôi. Nhưng không vì thế mà chúng tôi không ngừng cải tiến, đổi mới, đưa CÔNG NGHỆ HD trở thành 1 trong những nhà phân phối thiết bị quảng cáo lớn, uy tín hàng đầu Việt Nam.Chúng tôi luôn có một khát vọng lớn lao rằng chỉ cần ở đâu có Thiết bị quảng cáo là sẽ có CÔNG NGHỆ HD. Để thực hiện được khát vọng đó, song song với việc đặt chất lượng của sản phẩm lên hàng đầu, luôn luôn cập nhật xu hướng mới về ngành quảng cáo, đội ngũ nhân lực là yếu tố tiên quyết trong sự thành công của Công ty chúng tôi.Vì lẽ đó, Chúng tôi luôn tạo một môi trường làm việc tốt nhất, thoải mái nhất có thể. Giúp cho mỗi nhân viên có cơ hội phát triển được hết chính bản thân mình. Với Chúng tôi, mỗi nhân viên không đơn thuần là làm công ăn lương, chính mỗi nhân viên là người chủ của họ, của công việc họ đang đảm nhận. Và là một phần không thể thiếu trong Công ty chúng tôi. Hiện tại, Chúng tôi đang tuyển dụng vị trí nhân viên kinh doanh và nhân viên kỹ thuật. Bật mí nhé, 2 vị trí này chúng tôi tuyển dụng liên tục vì thật khó để số lượng nhân sự hiện tại có thể đáp ứng được khối lượng dự án như thế này. Còn chần chờ gì, CÔNG NGHỆ HD luôn chào đón bạn.",25-99,"449/62/28 Trường Chinh, Phường 14, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Tổ chức sự kiện / Quà tặng,C_d54312a0
CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN MẠNH NGUYÊN,"Công ty TNHH đầu tư và phát triển Mạnh Nguyên là công ty sản xuất các mặt hàng dệt may xuất khẩu và thời trang nam thị phần trong nước. Tọa lạc tại Số 27/B3, đường D2, khu phố 3, Phường An Phú, Thành phố Thuận An, Tỉnh Bình Dương. Với 2 nhà máy sản xuất quy mô 200 công nhân, cùng 1 trụ sở văn phòng 20 nhân sự.Công ty TNHH đầu tư và phát triển Mạnh Nguyên sở hữu thương hiệu mang tên Overco, chuyên các dòng sản phẩm thời trang dành cho nam. Với hơn 10.000 khách hàng- 1.000 đơn hàng mỗi tháng Overco đang dần trở thành tên tuổi quen thuộc, mang lại chất lượng và giá trị cho khách hàng",25-99,"Số 27/B3, đường D2, khu phố 3, Phường An Phú, Thành phố Thuận An, Tỉnh Bình Dương, Việt Nam",Marketing / Truyền thông / Quảng cáo,C_61959d89
CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN ORANGE CARY,"Hoạt động của các phòng khám đa khoa, chuyên khoa và nha khoa Chi tiết: Hoạt động của các phòng khám nha khoa (trừ lưu trú bệnh nhân)",100-499,"179C Đường 3/2, Phường 11, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",Spa / Làm đẹp,C_79b69c52
CÔNG TY TNHH ĐẦU TƯ PHÁT TRIỂN VẠN HOÀ,"Bằng khát vọng đưa nông sản Việt Nam vươn ra thế giới và tạo uy tín cho nông sản Việt. Tập Đoàn Vạn Hòa phấn đấu trở thành công ty xuất nhập khẩu nông sản hàng đầu Việt Nam và có vị thế trên bản đồ kinh doanh nông sản trái cây khu vực Đông Nam Á. Đồng thời với một tập thể “đoàn kết - năng động - sáng tạo” chúng tôi luôn khao khát xây dựng thành công chuỗi cung ứng các mặt hàng nông sản chất lượng cao, đáp ứng nhu cầu của khách hàng ở các thị trường khác nhau.",25-99,"Đường số 8,khu Z756,phường 12,quận 10,t hành phố Hồ Chí Minh,Việt Nam",Xuất nhập khẩu,C_38c64e9c
CÔNG TY TNHH ĐẦU TƯ TAKAMI VIỆT NAM,"TAKAMI là Công ty chuyên nhập khẩu và phân phối sản phẩm thời trang, mỹ phẩm, thực phẩm uy tín của Nhật Bản",25-99,"130 Nguyễn Đức Cảnh, Hoàng Mai, Hà Nội",Marketing / Truyền thông / Quảng cáo,C_20a64dad
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI 3DO,"3DO là nền tảng kết nối nguồn hàng có chọn lọc dành cho những người bán hàng. Sản phẩm được đưa vào danh sách bán tại 3DO phải trải qua: kiểm định chất lượng, khảo sát nhu cầu thị trường, thử nghiệm và thu thập đánh giá thực tế của khách hàng. Không chỉ là nơi cung cấp nguồn hàng, các thành viên bán hàng cùng 3DO còn nhận được rất nhiều lợi ích nổi trội",100-499,"B17, số 9A, ngõ 233 đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam",Kinh doanh / Bán hàng,C_359b6570
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DƯỢC PHẨM VIỆT TÍN,"VietinPharma là công ty nhập khẩu và phân phối các loại dược phẩm có chất lượng cao của các nhà máy sản xuất dược phẩm uy tín trên toàn thế giới.VietinPharma hiện đang phân phối hơn 60 hoạt chất ra toàn thị trường Việt Nam tập trung vào 2 nhóm chính: tim mạch và nội tiết.MỤC TIÊUVietinPharma là tập đoàn hàng đầu của Việt Nam trong lĩnh vực phân phối dược phẩm điều trị nhóm: Tim mạch và Nội tiết.TẦM NHÌNVietinPharma phấn đấu để trở thành một tập đoàn đa ngành, trong đó mũi nhọn là ngành dược phẩm với các hoạt động chính: nhập khẩu, xuất khẩu, phân phối chuyên nghiệp uy tín và hiệu quả các mặt hàng dược phẩm trong nước và ngoài nước.SỨ MỆNHVietin Pharma phân phối các loại thuốc chất lượng – hiệu quả, đảm bảo quyền lợi con người nâng cao chất lượng cuộc sống.Luôn là đối tác tin cậy, mang lại những lợi ích đích thực, thỏa mãn nhu cầu cho khách hàng.GIÁ TRỊ CỐT LÕIVietinPharma coi trọng sự hài lòng, tín nhiệm của khách hàng, luôn đặt chữ tín lên hàng đầu, với mục tiêu xây dựng niềm tin của khách hàng. Quan hệ hợp tác, chia sẻ, cam kết và thực hiện cam kết, dựa trên lợi ích của khách hàng, gia tăng giá trị cho khách hàng, xây dựng theo đúng tinh thần của công ty “ Chữ tín doanh nghiệp - niềm tin khách hàng”.Công ty xây dựng mối quan hệ với từng nhân viên dựa trên tình thần trách nhiệm và tin cậy lẫn nhau. VietinPharma mở ra tiềm năng phát triển cho mỗi nhân viên, lực lượng đội ngũ nhân viên của VietinPharma luôn đoàn kết, năng động, sáng tạo, đầy nhiệt huyết và chuyên nghiệp.VietinPharma không ngừng đổi mới và hoàn thiện sản phẩm, tập trung vào việc đổi mới là để đạt được mục tiêu chiến lược chính của công ty chứ không phải là để có được những lợi ích ngắn hạn trong tương lai.",25-99,"Số 01 – Lô Ơ1 Khu Nhà Ở Bán Đảo Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Hành chính / Văn phòng,C_e85e6142
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI KIM ANH MINH,Đang cập nhật,25-99,"A1 Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Hành chính / Văn phòng,C_747b21a2
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI KOLA VIỆT NAM,"KOLABUY STORY:Hoạt động tại Melbourne, Australia từ 2016 trong lĩnh vực Logistics quốc tế, các Founders của Kolabuy nhanh chóng nhận thấy Việt Nam là thị trường đầy tiềm năng về mua sắm hàng hoá từ Australia và quốc tế.Trong khi đó, thương mại điện tử xuyên biên giới tại Việt Nam vẫn còn sơ khai và quá mới mẻ. Qua nhiều thập kỷ, hình thức mua hộ, ""xách tay"" hàng hoá từ nước ngoài tồn tại nhiều hạn chế, chi phí cao, thiếu liền mạch và tính minh bạch.Xuất phát từ những ""Nỗi Đau"" trên, Kolabuy là người tiên phong trong việc xây dựng nền tảng về Thương mại điện tử xuyên biên giới (Cross Border Ecommerce), trở thành cầu nối thương mại quốc tế giữa Brands, Sellers trên toàn cầu đến với khách hàng tại Việt Nam.Khách hàng xứng đáng được trải nghiệm mua sắm quốc tế tiện lợi và thông minh nhất, Kolabuy hạnh phúc vì là những người có cơ hội mang đến những trải nghiệm tuyệt vời đó.",10-24,"58 Tố Hữu, Nam Từ Liêm, Hà Nội",Marketing / Truyền thông / Quảng cáo,C_a604b787
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ AN HOÀNG GIA,"Viện Thẩm mỹ Thiên Hà với sứ mệnh đem lại những dịch vụ thẩm mỹ tiêu chuẩn 5 sao hàng đầu hứa hẹn sẽ là điểm đến đáng tin cậy, giúp chị em nhanh chóng lấy lại diện mạo mới, đẹp không tỳ vết.",100-499,"Số 176, phố Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Thành phố Hà Nội",Spa / Làm đẹp,C_3adfdb8b
CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ PHÁT TRIỂN CÔNG NGHỆ FSE,Đang cập nhật,25-99,"Số 21 đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",Kinh doanh / Bán hàng,C_b318bd65
